ID,Country,TweakCategory,Crops_baseline_2050,Crops_target_2050,Crops_relchange_pct,TreeCrops_baseline_2050,TreeCrops_target_2050,TreeCrops_relchange_pct,Forest_baseline_2050,Forest_target_2050,Forest_relchange_pct,Grassland_baseline_2050,Grassland_target_2050,Grassland_relchange_pct,Urban_baseline_2050,Urban_target_2050,Urban_relchange_pct,Water_baseline_2050,Water_target_2050,Water_relchange_pct,Other_baseline_2050,Other_target_2050,Other_relchange_pct
ASM,ASM,Small Island States,2.0,1.945852201560844,-2.7073899219578035,0.0,0.0,0.0,95.0,95.14644956161479,0.15415743327872333,0.0,0.0,0.0,2.0,1.9076982368243567,-4.615088158782166,2.0,2.0,0.0,0.0,0.0,0.0
ATG,ATG,Small Island States,29.0,29.87,3.0000000000000036,0.0,0.0,0.0,66.1561,69.463905,5.000000000000003,164.0,160.72,-2.000000000000001,67.8439,67.8439,0.0,28.0,28.0,0.0,6.0,5.102195000000005,-14.963416666666577
AUS,AUS,Highly agricultural economies,348837.5954,359302.723262,3.0000000000000067,139.5451,146.522355,5.00000000000001,1492290.777,1596751.13139,6.999999999999999,5441047.736,5332226.78128,-1.9999999999999967,17805.6842,17805.6842,0.0,12608.0,12608.0,0.0,380698.6628,374587.1580130004,-1.6053391787746532
AUT,AUT,No specific tweak,12231.1856,12598.121168000001,3.000000000000006,478.3154,502.23117,5.000000000000002,40549.1884,43387.631588000004,7.0000000000000115,22291.6746,21845.841107999997,-2.000000000000007,4349.6858,4349.6858,0.0,493.0,493.0,0.0,3702.9502,919.4891660000171,-75.16874069761951
AZE,AZE,Highly agricultural economies,25333.0225,26093.013175,3.0000000000000036,6024.4901,6325.714605,5.000000000000003,13058.2069,13972.281383,7.0000000000000036,26377.6256,25850.073087999997,-2.0000000000000075,2834.1478,2834.1478,0.0,1025.0,1025.0,0.0,11076.5071,9628.769949000014,-13.070340116515492
BDI,BDI,Highly agricultural economies,2969.1996,2976.3518277217663,0.24088066433009064,10724.3167,10958.890272405257,2.1873055315986467,3154.6212,3285.0247355135084,4.133730398867172,7875.1485,7510.908588177966,-4.625181503841288,187.8567,182.82447618150346,-2.678756636572735,2373.0,2373.0,0.0,2.8572,0.0,-100.0
BEL,BEL,Highly agricultural economies,7841.2038,7943.812903030531,1.308588651024867,1.9008,1.963065374497684,3.275745712209806,6919.2607,7282.030811138714,5.242902773394766,8747.878,8432.140489261388,-3.609304001937526,6969.5023,6855.05283119487,-1.6421469407525697,93.0,93.0,0.0,35.2545,0.0,-100.0
BEN,BEN,Highly agricultural economies,47946.1068,48671.86350329414,1.5136926681482654,1022.1616,1057.7822179180762,3.4848323316074645,17928.6819,18906.865763548583,5.455971995066652,48241.2933,46594.26005369705,-3.414156490499703,1145.762,1129.2284615421638,-1.443016827040531,319.0,319.0,0.0,75.9944,0.0,-100.0
BFA,BFA,Highly agricultural economies,75064.337,77316.26711,3.0000000000000018,0.0,0.0,0.0,21124.4077,22603.116239000003,7.000000000000014,159099.7234,155917.728932,-1.9999999999999938,2368.0533,2368.0533,0.0,795.0,795.0,0.0,15851.4785,15302.834318999963,-3.4611546235263546
BGD,BGD,Highly agricultural economies,75902.406,76378.87400865334,0.6277376881219464,29868.4065,30639.511487052492,2.5816743422602446,10876.9108,11370.24516231326,4.535610996398541,8175.0948,7827.072516579915,-4.257103947223767,1893.9169,1850.2968254009813,-2.303167293085489,5982.0,5982.0,0.0,1349.265,0.0,-100.0
BGR,BGR,Highly agricultural economies,40559.4663,40549.69707940473,-0.024086166526480827,1493.0286,1521.6528504634678,1.917193713735133,41340.9666,42936.09687976402,3.8584735939967687,23398.3185,22257.11561864161,-4.877285867180554,4481.0,4349.437571726163,-2.936005986918929,934.0,934.0,0.0,341.22,0.0,-100.0
BHR,BHR,Small Island States,5.0,5.15,3.000000000000007,0.0,0.0,0.0,5.0,5.1,1.9999999999999927,33.0,32.339999999999996,-2.000000000000011,291.2548,291.2548,0.0,6.0,6.0,0.0,184.7452,185.15520000000006,0.22192728146661098
BHS,BHS,High-forest countries,4.0,4.12,3.0000000000000027,39.9578,41.95569,4.999999999999996,5773.8841,6178.055987000001,7.000000000000008,2059.1504,2017.967392,-1.9999999999999987,68.9955,68.9955,0.0,2137.0,2137.0,0.0,645.0121,279.90533099999925,-56.60463873468432
BIH,BIH,Highly agricultural economies,8482.0407,8513.417987914218,0.36992616545942725,4341.162,4441.827328960322,2.3188567706139933,20109.0783,20967.291005070812,4.267787375768542,17915.3394,17108.719096611683,-4.502400347426951,650.3511,633.7445814429643,-2.553469742272391,140.0,140.0,0.0,167.0285,0.0,-100.0
BLR,BLR,Highly agricultural economies,61032.834,60987.82779614671,-0.07374097007078581,2.0426,2.080726655623885,1.8665747392482432,92977.5139,96517.0659959744,3.806890448567251,46724.7897,44423.813300073256,-4.924530243368319,3890.3074,3774.212281150005,-2.984214534049296,1425.0,1425.0,0.0,1077.5125,0.0,-100.0
BLZ,BLZ,Highly agricultural economies,1546.6233,1593.021999,3.000000000000005,622.5866,653.71593,4.999999999999997,9915.4846,10609.568522,6.999999999999998,9072.4625,8891.01325,-1.9999999999999962,306.5632,306.5632,0.0,358.0,358.0,0.0,616.2798,26.117098999997665,-95.76213612712965
BMU,BMU,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.55,5.000000000000006,0.0,0.0,0.0,1.0,1.0,0.0,27.0,27.0,0.0,4.0,3.4499999999999984,-13.750000000000039
BOL,BOL,No specific tweak,69232.7612,71309.74403599999,2.999999999999994,16.2157,17.026484999999997,4.999999999999996,468400.1536,501188.16435200005,7.000000000000006,441531.2116,432700.58736799995,-2.000000000000007,1644.8433,1644.8433,0.0,10667.0,10667.0,0.0,101224.8146,75189.63445900011,-25.720155916195566
BRA,BRA,High-forest countries,787431.3723,783466.4840863597,-0.5035217484489234,31427.0159,31875.934701026938,1.4284487030375004,4845217.99,5008037.6234144,3.3604191545239392,2702646.873,2558502.6107247155,-5.333447877164995,30843.4805,29794.346473498932,-3.4014774256785625,100839.0,100839.0,0.0,14110.2677,0.0,-100.0
BRB,BRB,Small Island States,37.737,38.76332854879211,2.7196877038241194,0.0,0.0,0.0,63.0,65.96997419036859,4.714244746616808,91.721,89.64195559577477,-2.2667049031576507,162.0657,161.62464166506453,-0.27214786036493993,5.0,5.0,0.0,1.4762,0.0,-100.0
BRN,BRN,High-forest countries,54.8226,56.467278,2.9999999999999982,84.1026,88.30772999999999,4.9999999999999964,3515.0755,3761.1307850000003,7.000000000000011,757.0401,741.899298,-2.000000000000001,415.6667,415.6667,0.0,20.0,20.0,0.0,729.2926,492.528308999999,-32.464924366434126
BTN,BTN,High-forest countries,710.1534,731.4580020000001,3.000000000000006,122.204,128.3142,5.000000000000005,23949.9589,25626.456023000002,7.0000000000000036,10814.398,10598.11004,-1.999999999999997,79.9827,79.9827,0.0,47.0,47.0,0.0,4249.303,2761.6790349999974,-35.0086582434814
BWA,BWA,Highly agricultural economies,2311.7587,2381.111461,3.0000000000000044,1.851,1.94355,5.000000000000007,36070.6177,38595.560939,7.000000000000001,536855.2507,526118.145686,-1.999999999999995,604.2125,604.2125,0.0,134.0,134.0,0.0,5923.3095,14066.025963999868,137.46903591649004
CAF,CAF,Highly agricultural economies,2499.8014,2546.075738545103,1.8511205948241765,38.5908,40.06836928042018,3.828812256859606,215272.3609,227772.15897195635,5.806503918895029,403580.3673,391097.1884114972,-3.0931085602643895,391.8796,387.5085087208879,-1.115416898228966,524.0,524.0,0.0,60.0,0.0,-100.0
CAN,CAN,No specific tweak,423835.6917,436550.76245100005,3.000000000000005,205.1236,215.37978,5.0,3810508.198,4077243.77186,7.000000000000009,2763247.952,2707982.99296,-2.000000000000004,17133.201,17133.201,0.0,760378.0,760378.0,0.0,2038992.834,1814796.8922489982,-10.995425683335279
CHE,CHE,No specific tweak,3950.8665,4069.392495,2.999999999999999,75.202,78.9621,5.0000000000000115,14184.6799,15177.607493,7.0000000000000036,13901.0992,13623.077216,-2.000000000000006,3038.7899,3038.7899,0.0,1447.0,1447.0,0.0,4701.3626,3864.1708960000024,-17.807426808559672
CHL,CHL,No specific tweak,8935.2114,9203.267742,2.9999999999999987,6957.3356,7305.202380000001,5.0000000000000036,179636.3723,192210.918361,7.000000000000001,158148.7867,154985.810966,-2.0000000000000044,3040.9246,3040.9246,0.0,15692.0,15692.0,0.0,343159.3694,333131.875951,-2.922109766821363
CHN,CHN,Highly agricultural economies,1179439.607,1214822.7952100001,3.000000000000004,282339.4888,296456.46324,5.000000000000007,2225816.283,2381623.42281,7.000000000000004,3611762.792,3539527.5361599997,-2.000000000000006,162308.1984,162308.1984,0.0,121962.0,121962.0,0.0,1802165.631,1669093.5843799992,-7.38400757016772
CIV,CIV,Very low-forest countries,166909.3397,169786.97627390968,1.7240716301927024,24575.1491,25484.256686792418,3.699296322041111,15544.1805,15658.657060455706,0.7364592842685088,110214.786,106672.4936898539,-3.213990099428303,3513.1358,3469.6162889882944,-1.2387654075799068,1717.0,1717.0,0.0,315.4089,0.0,-100.0
CMR,CMR,Highly agricultural economies,60218.9391,60891.54534727914,1.1169347340414009,768.024,791.6819836532649,3.0803703599451144,183235.9556,192478.0216967801,5.043805985848841,213672.2293,205570.5169642051,-3.7916543307178863,4872.3105,4783.234008082374,-1.8282187048141818,2162.0,2162.0,0.0,1747.5415,0.0,-100.0
COD,COD,Highly agricultural economies,55604.8123,55940.68829868663,0.6040412417445302,5037.1101,5165.935085937751,2.557517770710453,1116196.9,1166548.4785321641,4.510994299676359,1117745.435,1069909.8415893344,-4.279650080670259,5965.832,5827.056393876886,-2.326173551704337,36403.0,36403.0,0.0,2841.9105,0.0,-100.0
COG,COG,High-forest countries,1311.925,1305.1125332630245,-0.5192725755645685,0.0,0.0,0.0,218887.2412,226206.95453397205,3.344056644801854,123122.0514,116536.94961704382,-5.348434101022601,725.7816,700.9833157210741,-3.4167694908393877,2825.0,2825.0,0.0,703.0008,0.0,-100.0
COK,COK,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.13310580204778,0.34129692832764047,0.0,0.0,0.0,3.0,2.866894197952218,-4.436860068259399,3.0,3.0,0.0,0.0,0.0,0.0
COL,COL,No specific tweak,121938.4364,122898.00518233943,0.7869288886005639,10397.1802,10682.474315847903,2.743956634010272,556421.8985,582579.2050321572,4.700984379420005,430907.2224,413215.721067776,-4.10564047492374,4130.3394,4041.5944018794667,-2.1486127295140247,5844.0,5844.0,0.0,9621.9231,0.0,-100.0
COM,COM,Highly agricultural economies,91.3378,94.077934,2.9999999999999973,0.0,0.0,0.0,197.0395,210.832265,7.000000000000001,880.3025,862.69645,-1.999999999999998,196.3202,196.3202,0.0,27.0,27.0,0.0,38.0,39.073151000000145,2.82408157894775
CPV,CPV,No specific tweak,365.0319,375.982857,3.0000000000000044,0.0,0.0,0.0,280.3009,299.921963,6.9999999999999964,698.1241,684.161618,-2.000000000000003,16.0,16.0,0.0,37.0,37.0,0.0,1988.543,1971.9334619999997,-0.835261696629148
CRI,CRI,High-forest countries,2068.8455,2058.0111863161314,-0.523688873039019,1016.1608,1030.467226122453,1.4078899837951817,30921.5911,31954.207999811326,3.3394688406293698,15238.3581,14422.704256225757,-5.352636015124503,1216.2167,1174.6092315243277,-3.4210571582903153,202.0,202.0,0.0,178.8277,0.0,-100.0
CUB,CUB,Highly agricultural economies,21058.5383,21089.402731122293,0.1465649262194634,12276.9341,12533.66424114171,2.0911584199324666,38884.1421,40453.40960890537,4.03575191364547,31267.8439,29793.59044708311,-4.714918808063039,938.9449,912.9330717475013,-2.7703253143500346,1823.0,1823.0,0.0,356.5968,0.0,-100.0
CUW,CUW,Small Island States,3.0,3.09,2.9999999999999956,0.0,0.0,0.0,1.0,1.02,2.0000000000000018,256.1487,251.02572600000002,-1.9999999999999998,103.8513,103.8513,0.0,15.0,15.0,0.0,1.0,6.012973999999997,501.2973999999997
CYM,CYM,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,91.0828,95.63694000000001,5.0000000000000036,18.0,17.64,-1.999999999999997,22.0,22.0,0.0,21.0,21.0,0.0,11.9172,7.723060000000011,-35.194005303259054
CYP,CYP,No specific tweak,241.7218,248.973454,3.000000000000001,23.9857,25.184985,4.999999999999998,1182.4657,1265.238299,7.000000000000011,2188.4304,2144.6617920000003,-1.9999999999999933,659.4546,659.4546,0.0,40.0,40.0,0.0,1078.9418,1031.4868699999997,-4.398284504317131
CZE,CZE,Highly agricultural economies,20816.5799,20990.402824924615,0.835021534563486,4.5582,4.685509756473687,2.792983117758911,29131.021,30515.019698533386,4.750944700954304,22522.8771,21608.47477136748,-4.059882423425029,5348.8458,5236.417295418053,-2.1019208402296248,304.0,304.0,0.0,531.1181,0.0,-100.0
DEU,DEU,Highly agricultural economies,114138.1629,114763.36729069441,0.5477610422398137,1501.5511,1539.0920510222131,2.5001447517978725,117068.6753,122281.19138706486,4.452528461355925,80276.9863,76798.4253492222,-4.33319823165534,37853.1368,36951.92382199625,-2.380814522097282,3088.0,3088.0,0.0,1495.4875,0.0,-100.0
DJI,DJI,Very low-forest countries,22.1662,22.831186,2.9999999999999956,0.0,0.0,0.0,14.0,14.280000000000001,2.000000000000008,18344.2541,17977.369017999998,-2.000000000000004,14.7995,14.7995,0.0,157.0,157.0,0.0,3058.7802,3424.720296000004,11.963595684318994
DMA,DMA,Small Island States,0.0,0.0,0.0,53.1854,54.267668209361254,2.0348971886293095,449.1674,458.3074947948394,2.034897188629317,139.6472,132.98961848367958,-4.767429290612644,20.0,19.43521851211987,-2.823907439400646,3.0,3.0,0.0,3.0,0.0,-100.0
DNK,DNK,Highly agricultural economies,22774.2613,22954.108599601732,0.7896954251672414,8.47,8.702652002560436,2.7467768897335922,6982.6911,7311.14699866231,4.703858354299959,6687.9307,6413.5243525443975,-4.103008236248655,2479.7306,2426.5173971890017,-2.145926771682301,788.0,788.0,0.0,180.9163,0.0,-100.0
DOM,DOM,Highly agricultural economies,9125.1066,9242.735403287073,1.289067716612476,5139.4188,5306.750347573718,3.2558457305272968,20913.2868,22005.509082160075,5.222623744442091,9473.2305,9129.553319392107,-3.6278773181745376,1410.8881,1387.4518475870166,-1.6610993042597302,605.0,605.0,0.0,1010.0692,0.0,-100.0
DZA,DZA,Very low-forest countries,79219.69,81596.2807,3.0000000000000004,12295.1309,12909.887445,5.000000000000002,19151.9991,19535.039082000003,2.0000000000000107,222792.3562,218336.50907600002,-1.9999999999999967,3475.9379,3475.9379,0.0,812.0,812.0,0.0,1989078.886,1990160.3458969998,0.05436988470450624
ECU,ECU,Highly agricultural economies,15911.7477,16389.100131,2.9999999999999956,11114.8039,11670.544095000001,5.000000000000003,99596.5828,106568.343596,7.000000000000002,105499.9828,103389.983144,-2.0,3918.8767,3918.8767,0.0,2385.0,2385.0,0.0,16099.0061,10204.15233400002,-36.61625897514244
EGY,EGY,Very low-forest countries,29977.9877,30577.547454000003,2.0000000000000058,15562.393,16340.51265,5.0000000000000036,345.3557,352.262814,1.9999999999999938,779.0495,763.4685099999999,-2.0000000000000058,5661.335,5661.335,0.0,8463.0,8463.0,0.0,943245.8791,941876.873572,-0.1451377162979293
ERI,ERI,Very low-forest countries,8569.6488,8826.738264000001,3.0000000000000067,0.0,0.0,0.0,2030.3511,2070.958122,1.9999999999999958,84084.9036,82403.205528,-1.9999999999999991,56.0529,56.0529,0.0,142.0,142.0,0.0,27969.0435,29353.045085999995,4.948333631788284
ESH,ESH,Very low-forest countries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18472.0,18102.56,-1.9999999999999927,0.0,0.0,0.0,1.0,1.0,0.0,72623.0,72992.44,0.5087093620478392
ESP,ESP,Highly agricultural economies,164951.1829,169899.71838700003,3.0000000000000093,21984.572,23083.800600000002,5.00000000000001,166039.5101,177662.27580700003,7.000000000000008,124723.2751,122228.80959799999,-2.0000000000000053,7257.8906,7257.8906,0.0,2759.0,2759.0,0.0,16572.5693,1396.5050079998146,-91.57339466970994
EST,EST,High-forest countries,6541.374,6486.612867492447,-0.8371503067635814,5.584,5.644773012828969,1.088341920289563,27016.4968,27830.72920597415,3.0138341473426995,8150.6042,7690.023266114448,-5.650880874396423,432.0868,415.9898874061311,-3.725388647343281,2074.0,2074.0,0.0,282.8542,0.0,-100.0
ETH,ETH,Highly agricultural economies,289524.7709,298210.514027,2.9999999999999982,42671.6685,44805.251925000004,5.00000000000001,140870.6246,150731.568322,6.9999999999999964,576746.3784,565211.450832,-2.000000000000007,1425.0647,1425.0647,0.0,8292.0,8292.0,0.0,74794.4929,65649.15019399997,-12.227294218342145
FIN,FIN,High-forest countries,22294.8701,21773.954072629018,-2.33648379665142,0.0,0.0,0.0,246686.8919,250279.32924976124,1.4562741141582538,33848.8147,31453.188132614003,-7.077431185163478,1297.7664,1230.5284449957414,-5.181052229758648,25398.0,25398.0,0.0,608.6568,0.0,-100.0
FJI,FJI,High-forest countries,549.2687,541.8748188691908,-1.3461318896942749,321.4018,323.232109970831,0.5694771998262065,12525.6956,12836.969944000904,2.48508628934672,3339.0809,3134.2231241153017,-6.1351546134955335,122.8852,117.70000304377223,-4.219545523975036,209.0,209.0,0.0,95.6678,0.0,-100.0
FLK,FLK,Very low-forest countries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9781.5165,9585.88617,-1.9999999999999998,0.0,0.0,0.0,229.0,229.0,0.0,20.4835,216.11383000000043,955.0630019283835
FRO,FRO,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.02,2.0000000000000018,780.0,764.4,-2.0000000000000027,5.0,5.0,0.0,35.0,35.0,0.0,12.0,27.580000000000062,129.83333333333385
FSM,FSM,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,374.0,392.7,4.9999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,26.0,7.300000000000022,-71.92307692307683
GAB,GAB,High-forest countries,244.5919,237.4625077937779,-2.91481124527105,108.2011,107.08699444483268,-1.02966194906273,237742.7337,239776.59270556158,0.8554873471456025,19842.4317,18328.91361561525,-7.62768448579189,328.8273,309.9442765845425,-5.74253518958356,1804.0,1804.0,0.0,493.2144,0.0,-100.0
GBR,GBR,Highly agricultural economies,60234.2976,61846.89713493427,2.677211487785773,1.8118,1.8964281588567846,4.670943749684542,29883.3954,31875.026884670388,6.664676011583297,128163.8446,125206.95197611915,-2.307119166961108,14872.8371,14826.227576117346,-0.31338690506234806,2425.0,2425.0,0.0,600.8135,0.0,-100.0
GEO,GEO,Highly agricultural economies,3845.3807,3960.742121,3.0000000000000018,2481.4538,2605.5264899999997,4.999999999999999,27031.5506,28923.759142,7.000000000000002,29555.1983,28964.094334,-1.9999999999999958,1539.0,1539.0,0.0,247.0,247.0,0.0,4522.4167,2981.878013000015,-34.06450111065583
GGY,GGY,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.692,33.99816,-2.0000000000000044,5.0,5.0,0.0,1.7965,1.7965,0.0,0.0,0.6938400000000016,inf
GHA,GHA,Highly agricultural economies,96379.1705,97449.48300890259,1.1105226402655124,13505.0082,13920.129701274029,3.0738337594939673,35360.5429,37141.7046757758,5.037144878722435,82813.5766,79668.51972331018,-3.7977551578056357,3677.627,3610.1629907373954,-1.8344440385771745,7552.0,7552.0,0.0,54.0749,0.0,-100.0
GIN,GIN,Highly agricultural economies,34887.5323,35741.233176677575,2.4470084881227794,4823.0601,5037.024106345608,4.436270788863032,46784.4193,49790.56764290024,6.425533089603273,157100.9516,153132.35020986618,-2.526147263727851,934.8438,929.8247642103781,-0.5368849629875978,463.0,463.0,0.0,100.1928,0.0,-100.0
GMB,GMB,Highly agricultural economies,5533.6071,5555.2941871320545,0.3919159192211953,0.0,0.0,0.0,2079.9139,2169.155332658066,4.290631100550175,2272.3923,2170.555537696543,-4.481478057440034,201.0867,195.99494251333647,-2.5321204667755444,128.0,128.0,0.0,4.0,0.0,-100.0
GNB,GNB,High-forest countries,3420.9139,3377.763299974992,-1.2613763832234381,886.3118,892.1249280453701,0.6558784442867792,19438.3695,19938.54465309934,2.573133271796993,7386.3207,6939.1149196107135,-6.054513451999,88.097,84.45219926958411,-4.137258624488781,392.0,392.0,0.0,11.9871,0.0,-100.0
GNQ,GNQ,High-forest countries,13.7493,13.668040424782218,-0.591008816578168,155.8633,157.95071928441732,1.3392628568863278,22448.6668,23182.633712629402,3.269534530350831,2751.4947,2602.454816757876,-5.416688000239442,537.0153,518.2927109035206,-3.486416326774935,78.0,78.0,0.0,568.2106,0.0,-100.0
GRC,GRC,Highly agricultural economies,23338.8449,24039.010247000002,3.000000000000008,786.7854,826.12467,5.000000000000007,39986.4283,42785.478281,7.000000000000009,55521.4687,54411.039326,-1.9999999999999991,2294.0,2294.0,0.0,2004.0,2004.0,0.0,2958.4727,530.3474759999958,-82.07360588454996
GRD,GRD,Small Island States,0.0,0.0,0.0,33.003,33.40642173563722,1.2223789826295086,186.1445,188.4198912453208,1.2223789826295188,32.8525,31.037143251583803,-5.5257796162124535,24.0,23.13654376745817,-3.5977343022576194,1.0,1.0,0.0,0.0,0.0,0.0
GRL,GRL,Very low-forest countries,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.280000000000001,2.000000000000008,56436.5083,55307.778134,-2.000000000000002,13.0,13.0,0.0,25030.0,25030.0,0.0,2013378.492,2014506.9421660001,0.056047592168281354
GTM,GTM,Highly agricultural economies,8112.1204,8240.48474788561,1.5823772522608293,28367.2242,29375.636638816075,3.55485059696491,26504.722,27969.723844778815,5.52732394166901,40354.877,39003.47041354302,-3.3488061094994257,3022.2811,2980.6844549764833,-1.3763327647953356,1132.0,1132.0,0.0,1208.7754,0.0,-100.0
GUM,GUM,Small Island States,2.0,2.020917142019349,1.045857100967451,0.0,0.0,0.0,263.9243,271.86291221783017,3.007912578656135,83.4812,80.25942541457222,-3.8592815932542663,91.5945,89.85674522557828,-1.8972261155655818,9.0,9.0,0.0,3.0,0.0,-100.0
GUY,GUY,High-forest countries,1623.3596,1582.3846410619094,-2.5240839391402,0.0,0.0,0.0,196471.7598,198950.03204131845,1.2613885292426912,11780.2078,10925.444813188738,-7.255924524618841,72.0,68.13850443089228,-5.363188290427385,458.0,458.0,0.0,1578.6728,0.0,-100.0
HKG,HKG,Small Island States,2.7108,2.792124,2.9999999999999987,0.0,0.0,0.0,3.0,3.06,2.0000000000000018,316.4582,310.129036,-1.9999999999999976,487.831,487.831,0.0,53.0,53.0,0.0,29.0,35.187840000000094,21.33737931034515
HMD,HMD,Small Island States,0.1064,0.109592,3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,82.6498,80.996804,-2.000000000000002,0.0,0.0,0.0,29.0,29.0,0.0,232.2438,233.893604,0.710375906698055
HND,HND,High-forest countries,3063.5514,3060.065247054473,-0.1137944982913298,11393.7423,11601.762806328896,1.825743472615629,56114.3057,58227.16723968364,3.765281443522591,39006.4411,37070.692075464045,-4.9626394255587485,1403.7494,1361.3126314689341,-3.0231014546517927,962.0,962.0,0.0,339.2101,0.0,-100.0
HRV,HRV,Highly agricultural economies,9397.214,9573.864995259908,1.8798230545766872,6.4967,6.747347366607785,3.8580720459277,19733.3209,20885.020859040415,5.836321037278706,22255.1525,21572.854162889005,-3.065799423800825,1516.0,1499.5127354440608,-1.0875504324498146,345.0,345.0,0.0,629.816,0.0,-100.0
HTI,HTI,Highly agricultural economies,8344.0682,8594.390245999999,2.999999999999992,2086.2737,2190.5873850000003,5.000000000000003,1933.3686,2068.7044020000003,7.000000000000014,10397.8409,10189.884081999999,-2.0000000000000058,751.8567,751.8567,0.0,288.0,288.0,0.0,2299.592,2017.577284999994,-12.263684818872484
HUN,HUN,Highly agricultural economies,38337.279,38834.15646397586,1.2960686750247867,137.5198,142.0070471866452,3.2629826298796183,25202.5405,26520.607304875823,5.229896584734477,20665.3239,19916.98784064767,-3.6212162121123512,6750.9221,6639.241443314005,-1.654302257257494,1106.0,1106.0,0.0,959.4148,0.0,-100.0
IDN,IDN,Highly agricultural economies,157225.2473,160975.2264073112,2.3850998307898346,674864.6985,704377.6116952263,4.373160021678956,597012.0643,634989.3164057215,6.361220212568074,303848.6443,295994.002956345,-2.585050646432984,34994.7579,34785.84253539632,-0.5969904555438555,12924.0,12924.0,0.0,63176.5877,0.0,-100.0
